waterBody	siteName	waterQuality	month	season	siteCode	samplingDepth	temperature	waterTempeature	salinity	pH	DOByTitration	DOByElectrode	DOSaturation	SS	SSMethodLimit	chlorophyllA	chlorophyllAMethodLimit	ammoniaN	ammoniaNMethodLimit	nitrateN	nitrateNMethodLimit	PH4N	PH4NMethodLimit	nitriteN	nitriteNMethodLimit	silicate	silicateMethodLimit	Cd	CdMethodLimit	Cr	CrMethodLimit	Cu	CuMethidLimit	Zn	ZnMethodLimit	Pb	PbMethodLimit	Hg	HgMethodLimit	year
雲林沿海海域	六輕沿海二	甲	4	2	5174	1	22.9	24.2	34.1	8	NA	6.9	99.4	26.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0007	NA	0.0024	NA	0.0002	NA	0	0.0003	2015
雲林沿海海域	台西外海	甲	4	2	5175	1	22.3	24.2	34.5	8.2	NA	6.9	98.6	26.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00003	NA	NA	NA	0.0008	NA	0.0042	NA	0.0007	NA	0	0.0003	2015
雲林沿海海域	三條崙外海	甲	4	2	5176	1	21.4	24.3	34.4	8.2	NA	6.9	99.1	19.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0005	NA	0.0015	NA	0.0006	NA	0	0.0003	2015
雲林沿海海域	北港溪口一	甲	4	2	5177	1	19.1	23.6	34.2	8.1	NA	6.8	97.1	29.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00006	NA	NA	NA	0.0011	NA	0.0062	NA	0.0015	NA	0	0.0003	2015
東石布袋沿海海域	東石港外海一	甲	4	2	5178	1	26.5	26	26.4	8.1	NA	6.1	86.6	15.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0009	NA	0.0015	NA	0	0.0001	0	0.0003	2016
東石布袋沿海海域	東石港外海一	甲	4	2	5178	1	24.9	23.3	34.5	8.2	NA	7.4	104.2	14.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.001	NA	0.0047	NA	0.0001	NA	0	0.0003	2015
東石布袋沿海海域	東石港外海二	甲	4	2	5179	1	26.5	25.9	22.5	8	NA	5.3	73.7	17.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0007	NA	0.0014	NA	0	0.0001	0	0.0003	2016
東石布袋沿海海域	東石港外海二	甲	4	2	5179	1	24.9	23.3	34.5	8.2	NA	7.4	104.3	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.001	NA	0.0049	NA	0.0001	NA	0	0.0003	2015
東石布袋沿海海域	布袋港外海一	甲	4	2	5180	1	26.5	25.6	30.6	8.2	NA	6.5	93.8	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0007	NA	0.0008	NA	0	0.0001	0	0.0003	2016
東石布袋沿海海域	布袋港外海一	甲	4	2	5180	1	24.9	23.6	34.4	8.2	NA	7.4	105.9	6.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0008	NA	0.0042	NA	0.0001	NA	0	0.0003	2015
東石布袋沿海海域	布袋港外海二	甲	4	2	5181	1	23.9	23.5	34.5	8.2	NA	7.3	103.9	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0008	NA	0.0048	NA	0.0002	NA	0	0.0003	2015
東石布袋沿海海域	布袋港外海二	甲	4	2	5181	1	26.4	25.7	31.2	8.1	NA	5.8	84.2	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0008	NA	0.0012	NA	0.0001	NA	0	0.0003	2016
東石布袋沿海海域	八掌溪口北側	甲	4	2	5182	1	26.4	25.6	30.4	8.1	NA	5.6	81.6	8.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0007	NA	0.0013	NA	0	0.0001	0	0.0003	2016
東石布袋沿海海域	八掌溪口北側	甲	4	2	5182	1	24.4	23.6	34.4	8.2	NA	7.3	104.2	7.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0006	NA	0.0043	NA	0.0001	NA	0	0.0003	2015
東石布袋沿海海域	朴子溪口外4海浬	甲	4	2	5183	1	24.8	23.5	34.5	8.2	NA	7.4	105.1	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0012	NA	0.0065	NA	0.0001	NA	0	0.0003	2015
東石布袋沿海海域	朴子溪口外4海浬	甲	4	2	5183	1	26.5	26.1	30.4	8.1	NA	6.3	91.6	19.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0009	NA	0.001	NA	0.0001	NA	0	0.0003	2016
二仁溪口沿海海域	二仁溪口南側	乙	4	2	5184	1	30.4	27.3	34.3	8.2	NA	6.6	103.1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0018	NA	0.0003	NA	0	0.0003	2016
二仁溪口沿海海域	二仁溪口南側	乙	4	2	5184	1	29.5	24.7	34.8	8.2	NA	6.2	90.4	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0021	NA	0.0001	NA	0	0.0003	2015
二仁溪口沿海海域	二仁溪口北側	乙	4	2	5185	1	31.4	27.7	34.6	8.2	NA	7.2	109.7	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0016	NA	0	0.0001	0	0.0003	2016
二仁溪口沿海海域	二仁溪口北側	乙	4	2	5185	1	29.8	24.5	34.6	8.2	NA	6.4	91.5	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0015	NA	0	0.0001	0	0.0003	2015
二仁溪口沿海海域	二仁溪口外側	乙	4	2	5186	1	30.1	24.5	34.6	8.2	NA	6.4	92.9	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0002	NA	0.0013	NA	0	0.0001	0	0.0003	2015
二仁溪口沿海海域	二仁溪口外側	乙	4	2	5186	1	31.6	28	34.5	8.2	NA	6.8	104.8	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0009	NA	0	0.0001	0	0.0003	2016
二仁溪口沿海海域	二仁溪口	乙	4	2	5187	1	31.9	28.1	33.9	8.2	NA	7.6	116.8	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0008	NA	0.0013	NA	0	0.0001	0	0.0003	2016
二仁溪口沿海海域	二仁溪口	乙	4	2	5187	1	30.2	23.7	34.2	8.2	NA	6.4	91.5	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0009	NA	0.0028	NA	0.0003	NA	0	0.0003	2015
二仁溪口沿海海域	二仁溪口外4海浬	乙	4	2	5188	1	31.2	27.4	34.3	8.2	NA	6.7	105	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0009	NA	0.0049	NA	0.0005	NA	0	0.0003	2016
二仁溪口沿海海域	二仁溪口外4海浬	乙	4	2	5188	1	29.2	24.6	34.4	8.2	NA	6	86.2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0002	NA	0.0014	NA	0.0001	NA	0	0.0003	2015
高雄港沿海海域	高雄港口外一	乙	4	2	5189	1	27.8	25.5	34.3	8.3	NA	7.6	112.6	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0007	NA	0.0025	NA	0	0.0001	0	0.0003	2016
高雄港沿海海域	高雄港口外一	乙	4	2	5189	1	29.5	26	34.5	8.2	NA	6.7	100.1	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0008	NA	0.0063	NA	0.0002	NA	0	0.0003	2015
高雄港沿海海域	高雄港口外二	乙	4	2	5190	1	28	26.1	34.5	8.2	NA	7	104.2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0005	NA	0.0053	NA	0.0006	NA	0	0.0003	2016
高雄港沿海海域	高雄港口外二	乙	4	2	5190	1	30.2	26	34.4	8.2	NA	6.8	100.6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0006	NA	0.007	NA	0.0002	NA	0	0.0003	2015
高雄港沿海海域	高雄港口外三	乙	4	2	5191	1	28.7	26.6	34.5	8.2	NA	7.2	107.7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0112	NA	0.0003	NA	0	0.0003	2016
高雄港沿海海域	高雄港口外三	乙	4	2	5191	1	30.6	26.7	34.4	8.2	NA	6.7	100.5	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0006	NA	0.0071	NA	0.0001	NA	0	0.0003	2015
高雄港沿海海域	旗津	乙	4	2	5192	1	28.4	26	34.2	8.2	NA	7.6	113.1	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0006	NA	0.0024	NA	0.0003	NA	0	0.0003	2016
高雄港沿海海域	旗津	乙	4	2	5192	1	30.5	26	34.4	8.2	NA	6.7	98.9	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0007	NA	0.0085	NA	0.0002	NA	0	0.0003	2015
高屏溪口沿海海域	中芸港外	乙	4	2	5193	1	29.2	27.3	33.4	8.2	NA	7.2	109.8	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0012	NA	0	0.0001	0	0.0003	2016
高屏溪口沿海海域	中芸港外	乙	4	2	5193	1	29.8	24.9	34	8.2	NA	6.7	97.7	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0009	NA	0.0015	NA	0.0004	NA	0	0.0003	2015
高屏溪口沿海海域	高屏溪東港溪之間-1	乙	4	2	5194	1	29.2	26.2	28.6	8.2	NA	6.8	99.3	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.001	NA	0	0.0001	0	0.0003	2016
高屏溪口沿海海域	高屏溪東港溪之間-1	乙	4	2	5194	1	29.5	25.4	34.2	8.2	NA	6.8	99	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0009	NA	0.0016	NA	0.0003	NA	0	0.0003	2015
高屏溪口沿海海域	高屏溪口外4海浬	乙	4	2	5195	1	29	27.3	32.5	8.1	NA	7.1	108.5	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0006	NA	0.0011	NA	0	0.0001	0	0.0003	2016
高屏溪口沿海海域	高屏溪口外4海浬	乙	4	2	5195	1	29.5	26	34.2	8.2	NA	6.7	99.2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0011	NA	0.0013	NA	0.0008	NA	0	0.0003	2015
高屏溪口沿海海域	高屏溪出海口	乙	4	2	5196	1	30	25.4	34.4	8.2	NA	6.8	99.2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0007	NA	0.0012	NA	0.0004	NA	0	0.0003	2015
高屏溪口沿海海域	高屏溪出海口	乙	4	2	5196	1	29.1	27	33.8	8.2	NA	7.1	108.5	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0005	NA	0.0012	NA	0.0001	NA	0	0.0003	2016
高屏溪口沿海海域	東港溪出海口	乙	4	2	5197	1	29	26.6	26.3	7.9	NA	5.2	75.5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0006	NA	0.0016	NA	0	0.0001	0	0.0003	2016
高屏溪口沿海海域	東港溪出海口	乙	4	2	5197	1	29.8	24.9	28.7	8.1	NA	7	99.4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0014	NA	0.0022	NA	0.0003	NA	0	0.0003	2015
大鵬灣沿海海域	大鵬灣灣內-1	乙	4	2	5198	1	29.7	25.5	33.7	8.2	NA	6.9	101.4	12.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0008	NA	0.0007	NA	0	0.0001	0	0.0003	2015
大鵬灣沿海海域	大鵬灣灣內-1	乙	4	2	5198	1	29.2	27.7	33.3	8.2	NA	6.9	105.4	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0008	NA	0.0014	NA	0.0002	NA	0	0.0003	2016
大鵬灣沿海海域	大鵬灣灣內-2	乙	4	2	5199	1	29.2	27.9	32.9	8.3	NA	9.2	141	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0006	NA	0.0017	NA	0	0.0001	0	0.0003	2016
大鵬灣沿海海域	大鵬灣灣內-2	乙	4	2	5199	1	29.5	26.1	34.2	8.2	NA	7.6	112.8	9.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0006	NA	0.0098	NA	0.0001	NA	0	0.0003	2015
南灣核三廠沿海海域	核三廠出水口右側	乙	4	2	5200	1	25.8	26.4	34.5	8.1	NA	6.3	95.2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0003	NA	0.0017	NA	0.0003	NA	0	0.0003	2016
南灣核三廠沿海海域	核三廠出水口右側	乙	4	2	5200	1	24	25.7	34	8.2	NA	6.3	92.9	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0008	NA	0.0087	NA	0.0002	NA	0	0.0003	2015
南灣核三廠沿海海域	核三廠出水口左側	乙	4	2	5201	1	24.2	26.4	34	8.2	NA	6.4	95.1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0008	NA	0.0087	NA	0.0002	NA	0	0.0003	2015
南灣核三廠沿海海域	核三廠出水口左側	乙	4	2	5201	1	26.2	24.9	34.6	8.2	NA	6.5	95.7	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0002	NA	0.0012	NA	0.0001	NA	0	0.0003	2016
南灣核三廠沿海海域	核三廠入水口	乙	4	2	5202	1	24.2	25.5	34	8.2	NA	6.4	93.6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0006	NA	0.0053	NA	0.0003	NA	0	0.0003	2015
南灣核三廠沿海海域	核三廠入水口	乙	4	2	5202	1	26.4	24.8	34.5	8.2	NA	6.3	92.3	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0013	NA	0.0002	NA	0	0.0003	2016
南灣核三廠沿海海域	後壁湖漁港	乙	4	2	5203	1	24.1	25.6	34	8.2	NA	6.3	93.2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0009	NA	0.006	NA	0.0005	NA	0	0.0003	2015
南灣核三廠沿海海域	後壁湖漁港	乙	4	2	5203	1	26.4	24.5	34.4	8.2	NA	6.6	96	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00002	NA	NA	NA	0.0005	NA	0.0014	NA	0.0001	NA	0	0.0003	2016
南灣核三廠沿海海域	南灣	乙	4	2	5204	1	24.1	25.7	34	8.2	NA	6.4	94.4	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0006	NA	0.0052	NA	0.0002	NA	0	0.0003	2015
南灣核三廠沿海海域	南灣	乙	4	2	5204	1	26.3	24.9	34.5	8.2	NA	6.5	95.4	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0002	NA	0.0011	NA	0.0001	NA	0	0.0003	2016
南灣核三廠沿海海域	石牛溪口	乙	4	2	5205	1	26.4	24.6	34.6	8.2	NA	6.6	96.6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0012	NA	0.0004	NA	0	0.0003	2016
南灣核三廠沿海海域	石牛溪口	乙	4	2	5205	1	24.2	25.7	34	8.2	NA	6.4	94.6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0009	NA	0.0072	NA	0.0003	NA	0	0.0003	2015
台東沿海海域	卑南溪河口	甲	4	2	5206	1	25.5	25.2	33.4	8.2	NA	6.9	101.9	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0026	NA	0.0022	NA	0	0.0001	0	0.0003	2016
台東沿海海域	卑南溪河口	甲	4	2	5206	1	25.4	26.1	33	8.2	NA	6.2	92	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.002	NA	0.0035	NA	0.0002	NA	0	0.0003	2015
台東沿海海域	知本溪口	甲	4	2	5207	1	26.3	26.2	33.3	8.2	NA	6.5	96	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0062	NA	0.0028	NA	0.0001	NA	0	0.0003	2015
台東沿海海域	知本溪口	甲	4	2	5207	1	25	24.8	33.1	8.2	NA	6.8	99.7	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0021	NA	0.0001	NA	0	0.0003	2016
台東沿海海域	富岡港外	甲	4	2	5208	1	24.7	24.4	34.1	8.2	NA	6.8	99.5	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0022	NA	0.0001	NA	0	0.0003	2016
台東沿海海域	富岡港外	甲	4	2	5208	1	24	25.9	33.3	8.2	NA	6.7	98.6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0012	NA	0.0016	NA	0.0001	NA	0	0.0003	2015
台東沿海海域	成功港外海	甲	4	2	5209	1	27.8	25.2	33.4	8.2	NA	6.8	99.4	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0002	NA	0.0005	NA	0	0.0001	0	0.0003	2015
台東沿海海域	蘭嶼	甲	4	2	5210	1	30.3	27	33.2	8.2	NA	6.6	99.3	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0131	NA	0	0.0001	0	0.0003	2015
台東沿海海域	蘭嶼	甲	4	2	5210	1	28.5	27.2	34	8.2	NA	6.5	99	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0008	NA	0	0.0001	0	0.0003	2016
台東沿海海域	綠島	甲	4	2	5211	1	27.8	26.1	34	8.2	NA	6.5	97.5	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0002	NA	0	0.0002	0	0.0001	0	0.0003	2016
台東沿海海域	綠島	甲	4	2	5211	1	31.2	27.3	33.8	8.2	NA	6.4	97.3	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0007	NA	0.0016	NA	0	0.0001	0	0.0003	2015
台東沿海海域	卑南溪口外4海浬	甲	4	2	5212	1	24.8	24.7	33.9	8.2	NA	7	102	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.002	NA	0	0.0001	0	0.0003	2016
台東沿海海域	卑南溪口外4海浬	甲	4	2	5212	1	26	26.6	33.3	8.2	NA	6.6	99	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.001	NA	0.0019	NA	0.0001	NA	0	0.0003	2015
澎湖沿海海域	烏崁海域	甲	4	2	5213	1	22.6	22.6	34.4	8.2	NA	7	98.3	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0003	NA	0.0046	NA	0.0006	NA	0	0.0003	2015
澎湖沿海海域	烏崁海域	甲	4	2	5213	1	22.5	22.8	34.7	8.2	NA	6.4	91.7	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0005	NA	0.0027	NA	0.0001	NA	0	0.0003	2016
澎湖沿海海域	紗帽山海域	甲	4	2	5214	1	22.9	22.9	34.4	8.1	NA	7	99.1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0002	NA	0.0028	NA	0.0004	NA	0	0.0003	2015
澎湖沿海海域	紗帽山海域	甲	4	2	5214	1	22.4	22.8	34.7	8.2	NA	6.5	92	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.001	NA	0.0001	NA	0	0.0003	2016
澎湖沿海海域	龍門海域	甲	4	2	5215	1	22.9	22.5	34.2	8.2	NA	7	97.6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0008	NA	0.0036	NA	0.0004	NA	0	0.0003	2015
澎湖沿海海域	龍門海域	甲	4	2	5215	1	22.4	22.9	34.6	8.2	NA	6.4	90.5	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.001	NA	0.0026	NA	0.0002	NA	0	0.0003	2016
澎湖沿海海域	吉貝海域	甲	4	2	5216	1	21.6	22.7	35.9	8.2	NA	7	98.5	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0002	NA	0.0037	NA	0	0.0001	0	0.0003	2015
澎湖沿海海域	吉貝海域	甲	4	2	5216	1	22	21.9	34.7	8.1	NA	6.6	92.7	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0004	NA	0.0022	NA	0	0.0001	0	0.0003	2016
澎湖沿海海域	七美海域	甲	4	2	5217	1	27.8	25	34.6	8.1	NA	6.6	97.1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0001	NA	0	0.0002	0	0.0001	0	0.0003	2016
澎湖沿海海域	七美海域	甲	4	2	5217	1	22	23.6	35.6	8.2	NA	6.6	94.1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0003	NA	0.0017	NA	0.0001	NA	0	0.0003	2015
澎湖沿海海域	望安海域	甲	4	2	5218	1	24.9	24	34.6	8.2	NA	6.8	98.6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0014	NA	0	0.0001	0	0.0003	2016
澎湖沿海海域	望安海域	甲	4	2	5218	1	23.6	23	34.2	8.2	NA	7.1	100.6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0012	NA	0.0003	NA	0	0.0003	2015
澎湖沿海海域	外垵4海浬外	甲	4	2	5219	1	22.8	22.7	34.4	8.2	NA	7	99.3	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0003	NA	0.0032	NA	0.0003	NA	0	0.0003	2015
澎湖沿海海域	外垵4海浬外	甲	4	2	5219	1	22.3	22.7	34.7	8.2	NA	6.4	91.5	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00001	NA	NA	NA	0.0004	NA	0.0012	NA	0.0001	NA	0	0.0003	2016
基隆沿海海域	基隆港一	乙	5	2	5123	1	NA	23.4	33.2	8.3	6.4	NA	NA	0	3	0.3	NA	NA	NA	0.06	NA	0.04	NA	0.004	NA	0.8	NA	0	0.0005	0	0.002	0.0038	NA	0.0122	NA	0	0.004	0	0.0006	2003
基隆沿海海域	基隆港一	乙	5	2	5123	1	26.6	25.2	34.4	8.3	6.7	6.8	101	2	NA	0.6	NA	0	0.02	0	0.01	0.005	NA	0.002	NA	0.2	NA	0.00001	NA	0	0.001	0.0002	NA	0.0016	NA	0	0.0002	0	0.0003	2006
基隆沿海海域	基隆港一	乙	5	2	5123	1	29.7	26.1	34.3	8.1	NA	6.4	96.3	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00001	NA	NA	0.0004	NA	0.0034	NA	0	0.0001	0	0.0003	2016
基隆沿海海域	基隆港一	乙	5	2	5123	1	27.2	24	35.1	8.2	6.4	6.6	94.6	0	2	0.5	NA	0.03	NA	0	0.01	0.021	NA	0.004	NA	0.16	NA	0.000018	NA	0	0.001	0.000111	NA	0.0038	NA	0.00057	NA	0	0.0003	2007
基隆沿海海域	基隆港一	乙	5	2	5123	1	26.5	24.1	34.5	8.1	NA	5.6	81.7	2.5	NA	0.6	NA	0	0.01	0.05	NA	0.033	NA	0.003	NA	0.375	NA	0.00001	NA	0	0.001	0.0014	NA	0.0036	NA	0.0004	NA	0	0.0003	2012
基隆沿海海域	基隆港一	乙	5	2	5123	1	25	23.6	35.9	8.1	NA	6.6	94.5	3.3	NA	0.3	NA	0	0.01	0.02	NA	0.014	NA	0.003	NA	0.178	NA	0.00002	NA	0.0025	NA	0.0021	NA	0.0061	NA	0.0003	NA	0	0.0003	2011
基隆沿海海域	基隆港一	乙	5	2	5123	1	23.7	21.1	35.3	8.1	7	6.9	93.6	0	2	0.7	NA	0.04	NA	0.05	NA	0.026	NA	0.008	NA	0.308	NA	0.00001	NA	0	0.001	0.0013	NA	0.0053	NA	0.0003	NA	0	0.0003	2010
